ID,작업일시,위도,경도,파일타입,공사명,공사개요,구군,주소,중구역번호,소구역번호,도로구분,누수관경,누수량,용수구분,용도구분
201301392,2013-02-14 08:48:00,35.8930396,128.6087085,지상누수,"북구 대학로17길 9 (산격동,다모아 미용실) / 1393-1번지",D50*25mm 분기점 수선,북구,"북구 대학로17길 9 (산격동,다모아 미용실) / 1393-1번지",520.0,,,25.0,1,,5.0
20130215-0086,2013-02-15 11:18:00,35.8909028,128.6040928,긴급공사,"북구 연암로4길 59 (산격동,대성이용원) / 1498-194번지",,북구,"연암로4길 59 (산격동,대성이용원) / 1498-194번지",520.0,47,공도,20.0,1 ,,급수관
201301437,2013-02-15 11:18:00,35.8909028,128.6040928,지상누수,"북구 연암로4길 59 (산격동,대성이용원) / 1498-194번지","D100*20mm 접합부 수선
",북구,"북구 연암로4길 59 (산격동,대성이용원) / 1498-194번지",520.0,,,20.0,1,,5.0
201301463,2013-02-21 12:43:00,35.8980324,128.6046759,지상누수,북구 연암공원로32길 62-13 (산격동) / 1197-15번지,D15mm 접합부 수선,북구,북구 연암공원로32길 62-13 (산격동) / 1197-15번지,520.0,,,15.0,,,5.0
20130221-0139,2013-02-21 12:43:00,35.8980324,128.6046759,긴급공사,북구 연암공원로32길 62-13 (산격동) / 1197-15번지,,북구,연암공원로32길 62-13 (산격동) / 1197-15번지,520.0,24-3,사유지,15.0,,,급수관
201301469,2013-02-25 09:00:00,35.8944037,128.6041922,지하누수,북구 대구체육관로9길 40-1 (산격동) / 1426-46번지,D80*20mm 분기점 수선,북구,북구 대구체육관로9길 40-1 (산격동) / 1426-46번지,520.0,490.0,공도,20.0,457,,5.0
,2013-02-25 09:00:00,35.8944037,128.6041922,긴급공사,북구 대구체육관로9길 40-1 (산격동) / 1426-46번지,,북구,대구체육관로9길 40-1 (산격동) / 1426-46번지,520.0,49,공도,20.0,457 ,,급수관
201301480,2013-02-27 09:00:00,35.8916117,128.6065452,지하누수,북구 대학로 59-29 (산격동) / 1417-25번지,D15mm 접합부 수선,북구,북구 대학로 59-29 (산격동) / 1417-25번지,520.0,490.0,사유지,15.0,97,,5.0
201301561,2013-02-27 09:00:00,35.8916117,128.6065452,지하누수,북구 대학로 59-29 (산격동) / 1417-25번지,D15mm 접합부 수선,북구,북구 대학로 59-29 (산격동) / 1417-25번지,520.0,490.0,공도,15.0,167,,5.0
201301813,2013-03-05 09:45:00,35.8927626,128.6040563,지상누수,"북구 대구체육관로9길 2 (산격동,스시로 회) / 1430-30번지","D20mm 접합부 수선
",북구,"북구 대구체육관로9길 2 (산격동,스시로 회) / 1430-30번지",520.0,,,20.0,,,5.0
20130305-0058,2013-03-05 09:45:00,35.8927626,128.6040563,긴급공사,"북구 대구체육관로9길 2 (산격동,스시로 회) / 1430-30번지",,북구,"대구체육관로9길 2 (산격동,스시로 회) / 1430-30번지",520.0,47,사유지,20.0,,,급수관
201301918,2013-03-22 13:24:00,35.8957541,128.612599,지상누수,"북구 대학로 129 (산격동,탑부동산) / 1279-21번지","D80*15mm 분기점 수선
",북구,"북구 대학로 129 (산격동,탑부동산) / 1279-21번지",520.0,,,15.0,0,,5.0
201302312,2013-04-03 11:16:00,35.8970207,128.6069701,지상누수,"북구 대학로9길 74-7 (산격동,자납,김정기) / 1242-5번지",D15mm 계량기 연결관 교체,북구,"북구 대학로9길 74-7 (산격동,자납,김정기) / 1242-5번지",520.0,,,15.0,,,5.0
20130403-0138,2013-04-03 11:16:00,35.8970207,128.6069701,긴급공사,"북구 대학로9길 74-7 (산격동,자납,김정기) / 1242-5번지",,북구,"대학로9길 74-7 (산격동,자납,김정기) / 1242-5번지",520.0,48,사유지,15.0,,,급수관
20130417-0019,2013-04-17 09:21:00,35.8940245,128.6093829,긴급공사,북구 대동로6길 38 (산격동) / 1313-56번지,,북구,대동로6길 38 (산격동) / 1313-56번지,520.0,49,공도,15.0,0 ,,급수관
201302363,2013-04-17 09:21:00,35.8940245,128.6093829,지상누수,북구 대동로6길 38 (산격동) / 1313-56번지,"D80*13mm 분기점 수선

",북구,북구 대동로6길 38 (산격동) / 1313-56번지,520.0,,,15.0,0,,5.0
20130424-0368,2013-04-24 18:38:00,35.895344,128.6100321,긴급공사,북구 대학로25길 21-1 (산격동) / 1307-49번지,,북구,대학로25길 21-1 (산격동) / 1307-49번지,520.0,49,공도,15.0,0 ,,급수관
201302375,2013-04-24 18:38:00,35.895344,128.6100321,지상누수,북구 대학로25길 21-1 (산격동) / 1307-49번지,"D25*15mm 분기점 수선
",북구,북구 대학로25길 21-1 (산격동) / 1307-49번지,520.0,,,15.0,0,,5.0
20130429-0228,2013-04-29 12:03:00,35.8964988,128.6085216,긴급공사,"북구 대동로8길 21-2 (산격동,401호 동원빌라) / 1249-3번지",,북구,"대동로8길 21-2 (산격동,401호 동원빌라) / 1249-3번지",520.0,48,사유지,15.0,,,급수관
201302433,2013-04-29 12:03:00,35.8964988,128.6085216,지상누수,"북구 대동로8길 21-2 (산격동,401호 동원빌라) / 1249-3번지",D15mm 후크너트 교체,북구,"북구 대동로8길 21-2 (산격동,401호 동원빌라) / 1249-3번지",520.0,,,15.0,,,5.0
201303067,2013-05-21 10:00:00,35.8922664,128.6035592,지상누수,"북구 대구체육관로8길 5 (산격동,부국생태탕) / 1497-44번지","D15mm 계량기 보호통 교체 수선
",북구,"북구 대구체육관로8길 5 (산격동,부국생태탕) / 1497-44번지",520.0,,,15.0,,,5.0
20130521-0079,2013-05-21 10:00:00,35.8922664,128.6035592,긴급공사,"북구 대구체육관로8길 5 (산격동,부국생태탕) / 1497-44번지",,북구,"대구체육관로8길 5 (산격동,부국생태탕) / 1497-44번지",520.0,47,사유지,15.0,,,급수관
,2013-06-04 09:00:00,35.8938053,128.609037,긴급공사,북구 대학로17길 18 (산격동) / 1313-4번지,,북구,대학로17길 18 (산격동) / 1313-4번지,520.0,49,공도,32.0,856 ,,급수관
,2013-06-04 09:00:00,35.892493,128.6053595,긴급공사,북구 산격로 22-1 (산격동) / 1418-1번지,,북구,산격로 22-1 (산격동) / 1418-1번지,520.0,49,공도,15.0,446 ,,급수관
201303864,2013-06-04 09:00:00,35.8938053,128.609037,지하누수,북구 대학로17길 18 (산격동) / 1313-4번지,D80*32mm 분기점 수선,북구,북구 대학로17길 18 (산격동) / 1313-4번지,520.0,490.0,공도,32.0,856,,5.0
201303826,2013-06-04 09:00:00,35.892493,128.6053595,지하누수,북구 산격로 22-1 (산격동) / 1418-1번지,D40*15mm 분기점 수선,북구,북구 산격로 22-1 (산격동) / 1418-1번지,520.0,490.0,공도,15.0,446,,5.0
201304425,2013-06-04 10:47:00,35.8958679,128.6034297,지상누수,북구 산격로11길 17 (산격동) / 1423-40번지,D15mm 계량기 보호통 교체수선,북구,북구 산격로11길 17 (산격동) / 1423-40번지,520.0,,,15.0,,,5.0
20130604-0112,2013-06-04 10:47:00,35.8958679,128.6034297,긴급공사,북구 산격로11길 17 (산격동) / 1423-40번지,,북구,산격로11길 17 (산격동) / 1423-40번지,520.0,47,사유지,15.0,,,급수관
20130607-0066,2013-06-07 09:34:00,35.8975383,128.6066399,긴급공사,북구 대동로 2-23 (산격동) / 1234-6번지,,북구,대동로 2-23 (산격동) / 1234-6번지,520.0,48,사유지,15.0,,,급수관
201303830,2013-06-07 09:34:00,35.8975383,128.6066399,지상누수,북구 대동로 2-23 (산격동) / 1234-6번지,"D15mm 계량기 고무패킹 교체
",북구,북구 대동로 2-23 (산격동) / 1234-6번지,520.0,,,15.0,,,5.0
201303831,2013-06-07 13:28:00,35.8935864,128.6046368,지상누수,"북구 대구체육관로11길 22 (산격동,파랑새마을) / 1429-20번지","D15mm 계량기 고무패킹 교체
",북구,"북구 대구체육관로11길 22 (산격동,파랑새마을) / 1429-20번지",520.0,,,15.0,,,5.0
20130607-0264,2013-06-07 13:28:00,35.8935864,128.6046368,긴급공사,"북구 대구체육관로11길 22 (산격동,파랑새마을) / 1429-20번지",,북구,"대구체육관로11길 22 (산격동,파랑새마을) / 1429-20번지",520.0,47,사유지,15.0,,,급수관
201303835,2013-06-11 09:00:00,35.8937026,128.608004,지하누수,북구 산격로8길 25 (산격동) / 1326-12번지,D80*20mm 분기점 수선,북구,북구 산격로8길 25 (산격동) / 1326-12번지,520.0,490.0,공도,20.0,"1,322",,5.0
,2013-06-11 09:00:00,35.8937026,128.608004,긴급공사,북구 산격로8길 25 (산격동) / 1326-12번지,,북구,산격로8길 25 (산격동) / 1326-12번지,520.0,49,공도,20.0,"1,322 ",,급수관
,2013-06-21 09:00:00,35.8938019,128.6078556,긴급공사,북구 산격로8길 23-2 (산격동) / 1326-24번지,,북구,산격로8길 23-2 (산격동) / 1326-24번지,520.0,49,공도,15.0,495 ,,급수관
201303873,2013-06-21 09:00:00,35.8938019,128.6078556,지하누수,북구 산격로8길 23-2 (산격동) / 1326-24번지,D25*15mm 분기점 수선,북구,북구 산격로8길 23-2 (산격동) / 1326-24번지,520.0,490.0,공도,15.0,495,,5.0
201303879,2013-06-29 09:00:00,35.8944754,128.6077617,지하누수,북구 대학로13길 30-1 (산격동) / 1326-7번지,D80*15mm 분기점 수선,북구,북구 대학로13길 30-1 (산격동) / 1326-7번지,520.0,490.0,공도,15.0,0,,5.0
,2013-06-29 09:00:00,35.8944754,128.6077617,긴급공사,북구 대학로13길 30-1 (산격동) / 1326-7번지,,북구,대학로13길 30-1 (산격동) / 1326-7번지,520.0,49,공도,15.0,0 ,,급수관
,2013-07-01 08:00:00,35.8924757,128.6060081,긴급공사,북구 산격로6길 8 (산격동) / 1414-8번지,,북구,산격로6길 8 (산격동) / 1414-8번지,520.0,49,공도,15.0,52 ,,급수관
201304297,2013-07-01 08:00:00,35.8924757,128.6060081,지하누수,북구 산격로6길 8 (산격동) / 1414-8번지,제수변 볼트너트 조임,북구,북구 산격로6길 8 (산격동) / 1414-8번지,520.0,490.0,공도,15.0,52,,5.0
201304299,2013-07-01 17:41:00,35.8935602,128.5984186,지상누수,북구 연암공원로8길 18-4 (산격동) / 1105-4번지,"D15mm 계량기 후크너트 수선
",북구,북구 연암공원로8길 18-4 (산격동) / 1105-4번지,520.0,,,15.0,,,5.0
20130701-0551,2013-07-01 17:41:00,35.8935602,128.5984186,긴급공사,북구 연암공원로8길 18-4 (산격동) / 1105-4번지,,북구,연암공원로8길 18-4 (산격동) / 1105-4번지,520.0,46-1,사유지,15.0,,,급수관
201304396,2013-07-16 08:00:00,35.8916054,128.6066892,지하누수,북구 대학로 59-16 (산격동) / 1416-9번지,D80*15mm 분기점 수선,북구,북구 대학로 59-16 (산격동) / 1416-9번지,520.0,490.0,공도,15.0,46,,5.0
,2013-07-16 08:00:00,35.8924787,128.605816,긴급공사,북구 산격로6길 6-1 (산격동) / 1418번지,,북구,산격로6길 6-1 (산격동) / 1418번지,520.0,49,공도,15.0,46 ,,급수관
201304397,2013-07-16 08:00:00,35.8924787,128.605816,지하누수,북구 산격로6길 6-1 (산격동) / 1418번지,D100*15mm 구 분기점 폐쇄,북구,북구 산격로6길 6-1 (산격동) / 1418번지,520.0,490.0,공도,15.0,46,,5.0
20130725-0332,2013-07-25 16:35:00,35.8942994,128.6059823,긴급공사,북구 대학로9길 38-1 (산격동) / 1409-49번지,,북구,대학로9길 38-1 (산격동) / 1409-49번지,520.0,49,사유지,15.0,,,급수관
201304418,2013-07-25 16:35:00,35.8942994,128.6059823,지상누수,북구 대학로9길 38-1 (산격동) / 1409-49번지,D15mm 계량기 후크너트 교체,북구,북구 대학로9길 38-1 (산격동) / 1409-49번지,520.0,,,15.0,,,5.0
201304421,2013-07-29 14:58:00,35.8947855,128.6115404,지상누수,"북구 대학로 115 (산격동,(S.K텔레콤)자납) / 1320-5번지",D15mm 계량기보호통 고무패킹 교체,북구,"북구 대학로 115 (산격동,(S.K텔레콤)자납) / 1320-5번지",520.0,,,15.0,,,5.0
20130730-0155,2013-07-30 11:33:00,35.8944278,128.6099339,긴급공사,북구 대학로23길 18-10 (산격동) / 1309-4번지,,북구,대학로23길 18-10 (산격동) / 1309-4번지,520.0,49,공도,15.0,0 ,,급수관
201304422,2013-07-30 11:33:00,35.8944278,128.6099339,지상누수,북구 대학로23길 18-10 (산격동) / 1309-4번지,"D150*15mm 분기점 수선
",북구,북구 대학로23길 18-10 (산격동) / 1309-4번지,520.0,,,15.0,0,,5.0
20130826-0224,2013-08-26 11:08:00,35.8952943,128.6093955,긴급공사,북구 대동로6길 24 (산격동) / 1312-74번지,,북구,대동로6길 24 (산격동) / 1312-74번지,520.0,49,공도,25.0,2 ,,급수관
201305091,2013-08-26 11:08:00,35.8952943,128.6093955,지상누수,북구 대동로6길 24 (산격동) / 1312-74번지, D150*25mm 분기점 수선,북구,북구 대동로6길 24 (산격동) / 1312-74번지,520.0,,,25.0,2,,5.0
201305096,2013-08-27 13:18:00,35.8959285,128.612761,지상누수,"북구 대학로 131, 편의점 (산격동) / 1279-7번지", D150*20mm 분기점 수선,북구,"북구 대학로 131, 편의점 (산격동) / 1279-7번지",520.0,,,20.0,1,,5.0
20130830-0224,2013-08-30 14:50:00,35.8945009,128.6106126,긴급공사,"북구 대학로23길 11, (공용함) (산격동,무진원룸) / 1321-11번지",,북구,"대학로23길 11, (공용함) (산격동,무진원룸) / 1321-11번지",520.0,49,공도,20.0,1 ,,급수관
201305095,2013-08-30 14:50:00,35.8945009,128.6106126,지상누수,"북구 대학로23길 11, (공용함) (산격동,무진원룸) / 1321-11번지", D100*20mm 분기점 수선,북구,"북구 대학로23길 11, (공용함) (산격동,무진원룸) / 1321-11번지",520.0,,,20.0,1,,5.0
201305053,2013-08-31 06:15:00,35.8959285,128.612761,지상누수,"북구 대학로 131, 편의점 (산격동) / 1279-7번지", D100*20mm 분기점 수선,북구,"북구 대학로 131, 편의점 (산격동) / 1279-7번지",520.0,,,20.0,1,,5.0
201305061,2013-08-31 15:34:00,35.8917172,128.6032125,지상누수,북구 대구체육관로8길 18 (산격동) / 1498-43번지,"D80*15mm 분기점 수선
",북구,북구 대구체육관로8길 18 (산격동) / 1498-43번지,520.0,,,15.0,1,,5.0
20130831-0026,2013-08-31 15:34:00,35.8917172,128.6032125,긴급공사,북구 대구체육관로8길 18 (산격동) / 1498-43번지,,북구,대구체육관로8길 18 (산격동) / 1498-43번지,520.0,47,공도,15.0,1 ,,급수관
201305595,2013-09-23 16:52:00,35.8968985,128.5996514,지상누수,북구 연암공원로13길 6-2 (산격동) / 1180-59번지, D13mm 접합부 수선(보호통 교체),북구,북구 연암공원로13길 6-2 (산격동) / 1180-59번지,520.0,,,15.0,,,5.0
20130923-0566,2013-09-23 16:52:00,35.8968985,128.5996514,긴급공사,북구 연암공원로13길 6-2 (산격동) / 1180-59번지,,북구,연암공원로13길 6-2 (산격동) / 1180-59번지,520.0,46-1,사유지,15.0,,,급수관
201306339,2013-10-04 10:01:00,35.8896873,128.6025124,지상누수,"북구 연암로4길 22 (산격동,우주페인트) / 1498-141번지", D13mm 접합부 수선(보호통 교체),북구,"북구 연암로4길 22 (산격동,우주페인트) / 1498-141번지",520.0,,,15.0,,,5.0
20131004-0134,2013-10-04 10:01:00,35.8896873,128.6025124,긴급공사,"북구 연암로4길 22 (산격동,우주페인트) / 1498-141번지",,북구,"연암로4길 22 (산격동,우주페인트) / 1498-141번지",520.0,47,사유지,15.0,,,급수관
20131009-0114,2013-10-09 18:01:00,35.8969769,128.6102656,긴급공사,"북구 대동로 34 (산격동,서울막창) / 1241-15번지",,북구,"대동로 34 (산격동,서울막창) / 1241-15번지",520.0,48,공도,15.0,0 ,,급수관
201306353,2013-10-09 18:01:00,35.8969769,128.6102656,지상누수,"북구 대동로 34 (산격동,서울막창) / 1241-15번지", D100*13mm 분기점 수선,북구,"북구 대동로 34 (산격동,서울막창) / 1241-15번지",520.0,,,15.0,0,,5.0
20131021-0037,2013-10-21 09:16:00,35.8980531,128.6052826,긴급공사,북구 연암공원로32길 56-4 (산격동) / 1222-39번지,,북구,연암공원로32길 56-4 (산격동) / 1222-39번지,520.0,24-3,공도,20.0,1 ,,급수관
201306171,2013-10-21 09:16:00,35.8980531,128.6052826,지상누수,북구 연암공원로32길 56-4 (산격동) / 1222-39번지, D80*20mm 분기점 수선,북구,북구 연암공원로32길 56-4 (산격동) / 1222-39번지,520.0,,,20.0,1,,5.0
201306365,2013-10-23 10:36:00,35.8920494,128.6057983,지상누수,북구 대학로9길 13 (산격동) / 1421-23번지, D13mm 계량기연결부 박킹교체,북구,북구 대학로9길 13 (산격동) / 1421-23번지,520.0,,,15.0,,,5.0
20131023-0141,2013-10-23 10:36:00,35.8920494,128.6057983,긴급공사,북구 대학로9길 13 (산격동) / 1421-23번지,,북구,대학로9길 13 (산격동) / 1421-23번지,520.0,49,사유지,15.0,,,급수관
20131025-0142,2013-10-25 11:06:00,35.8954183,128.6116362,긴급공사,북구 대학로25길 5-2 (산격동) / 1277-1번지,,북구,대학로25길 5-2 (산격동) / 1277-1번지,520.0,49,사유지,15.0,,,급수관
201306369,2013-10-25 11:06:00,35.8954183,128.6116362,지상누수,북구 대학로25길 5-2 (산격동) / 1277-1번지, D13mm 접합부 수선(보호통 교체),북구,북구 대학로25길 5-2 (산격동) / 1277-1번지,520.0,,,15.0,,,5.0
20131106-0346,2013-11-06 15:58:00,35.8930412,128.6055699,긴급공사,북구 산격로 28-5 (산격동) / 1413-7번지,,북구,산격로 28-5 (산격동) / 1413-7번지,520.0,49,사유지,15.0,,,급수관
201306453,2013-11-06 15:58:00,35.8930412,128.6055699,지상누수,북구 산격로 28-5 (산격동) / 1413-7번지, D13mm 접합부 수선(보호통 교체),북구,북구 산격로 28-5 (산격동) / 1413-7번지,520.0,,,15.0,,,5.0
201306506,2013-11-09 17:23:00,35.897229,128.6064352,지상누수,"북구 대학로9길 71 (산격동,태양반점) / 1231-25번지", D100*13mm 분기점 폐쇄(구관),북구,"북구 대학로9길 71 (산격동,태양반점) / 1231-25번지",520.0,,,15.0,0,,5.0
20131109-0029,2013-11-09 17:23:00,35.897229,128.6064352,긴급공사,"북구 대학로9길 71 (산격동,태양반점) / 1231-25번지",,북구,"대학로9길 71 (산격동,태양반점) / 1231-25번지",520.0,48,공도,15.0,0 ,,급수관
20131114-0012,2013-11-14 07:18:00,35.8956034,128.6048453,긴급공사,북구 산격로 57-5 (산격동) / 1422-8번지,,북구,산격로 57-5 (산격동) / 1422-8번지,520.0,47,공도,15.0,0 ,,급수관
201306488,2013-11-14 07:18:00,35.8956034,128.6048453,지상누수,북구 산격로 57-5 (산격동) / 1422-8번지, D40*15mm 분기점 수선,북구,북구 산격로 57-5 (산격동) / 1422-8번지,520.0,,,15.0,0,,5.0
201306538,2013-11-20 09:00:00,35.8920735,128.6055943,지하누수,북구 산격로 14-13 (산격동) / 1421-51번지,D25mm지수전 수선,북구,북구 산격로 14-13 (산격동) / 1421-51번지,520.0,490.0,공도,25.0,"1,098",,5.0
,2013-11-20 09:00:00,35.8920735,128.6055943,긴급공사,북구 산격로 14-13 (산격동) / 1421-51번지,,북구,산격로 14-13 (산격동) / 1421-51번지,520.0,49,공도,25.0,"1,098 ",,급수관
20131120-0243,2013-11-20 13:56:00,35.8924459,128.6078682,긴급공사,"북구 산격로6길 24-1 (산격동,당구장) / 1400-11번지",,북구,"산격로6길 24-1 (산격동,당구장) / 1400-11번지",520.0,49,공도,80.0,12 ,,급수관
201307023,2013-11-20 13:56:00,35.8924459,128.6078682,지상누수,"북구 산격로6길 24-1 (산격동,당구장) / 1400-11번지", D80mm 제수변스핀들 수선,북구,"북구 산격로6길 24-1 (산격동,당구장) / 1400-11번지",520.0,,,80.0,12,,5.0
201306499,2013-11-20 16:14:00,35.8968767,128.6080844,지상누수,북구 대동로8길 26-2 (산격동) / 1252-4번지, D13mm 접합부 수선(보호통 교체),북구,북구 대동로8길 26-2 (산격동) / 1252-4번지,520.0,,,15.0,,,5.0
20131120-0362,2013-11-20 16:14:00,35.8968767,128.6080844,긴급공사,북구 대동로8길 26-2 (산격동) / 1252-4번지,,북구,대동로8길 26-2 (산격동) / 1252-4번지,520.0,48,사유지,15.0,,,급수관
201307120,2013-12-18 17:50:00,35.8931545,128.605574,지상누수,북구 산격로 30-2 (산격동) / 1413-40번지,D15mmm 계량기 보호통 교체 수선,북구,북구 산격로 30-2 (산격동) / 1413-40번지,520.0,,,15.0,,,5.0
20131218-0370,2013-12-18 17:50:00,35.8931545,128.605574,긴급공사,북구 산격로 30-2 (산격동) / 1413-40번지,,북구,산격로 30-2 (산격동) / 1413-40번지,520.0,49,사유지,15.0,,,급수관
20131224-0434,2013-12-24 16:26:00,35.8897072,128.6028817,긴급공사,북구 연암로4길 22-5 (산격동) / 1498-70번지,,북구,연암로4길 22-5 (산격동) / 1498-70번지,520.0,47,사유지,15.0,,,급수관
201400428,2013-12-24 16:26:00,35.8897072,128.6028817,지상누수,북구 연암로4길 22-5 (산격동) / 1498-70번지, D15mm 앵글밸브 수선,북구,북구 연암로4길 22-5 (산격동) / 1498-70번지,520.0,,,15.0,,,5.0
20131226-0012,2013-12-26 09:00:00,35.8961112,128.6001309,긴급공사,북구 연암공원로 66-20 (산격동) / 1163-3번지,,북구,연암공원로 66-20 (산격동) / 1163-3번지,520.0,46-1,,,,,
201400446,2013-12-29 14:34:00,35.8966439,128.6027469,지상누수,북구 연암공원로14길 25-3 (산격동) / 1195-49번지, D40*15mm 분기점 수선,북구,북구 연암공원로14길 25-3 (산격동) / 1195-49번지,520.0,,,15.0,0,,5.0
20131229-0017,2013-12-29 14:34:00,35.8966439,128.6027469,긴급공사,북구 연암공원로14길 25-3 (산격동) / 1195-49번지,,북구,연암공원로14길 25-3 (산격동) / 1195-49번지,520.0,24-3,공도,15.0,0 ,,급수관
20140127-0322,2014-01-27 14:56:00,35.8938019,128.6078556,긴급공사,북구 산격로8길 23-2 (산격동) / 1326-24번지,,북구,산격로8길 23-2 (산격동) / 1326-24번지,520.0,49,공도,20.0,2 ,,급수관
201400856,2014-01-27 14:56:00,35.8938019,128.6078556,지상누수,북구 산격로8길 23-2 (산격동) / 1326-24번지,D20mm 직관부 수선,북구,북구 산격로8길 23-2 (산격동) / 1326-24번지,520.0,,,20.0,2,,5.0
,2014-02-04 08:00:00,35.8936796,128.6034325,긴급공사,"북구 대구체육관로 39, B동 (산격동,대구체육관) / 1427-1번지",,북구,"대구체육관로 39, B동 (산격동,대구체육관) / 1427-1번지",520.0,47,,,,,급수관
201401447,2014-02-17 17:25:00,35.8918673,128.5973152,지하누수,북구 연암로12길 10 (산격동) / 1037-1번지,D80mm  제수변 누수,북구,북구 연암로12길 10 (산격동) / 1037-1번지,520.0,461.0,공도,15.0,81,,5.0
20140217-0499,2014-02-17 17:25:00,35.8918673,128.5973152,긴급공사,북구 연암로12길 10 (산격동) / 1037-1번지,,북구,연암로12길 10 (산격동) / 1037-1번지,520.0,46-1,공도,15.0,81 ,,급수관
20140303-0135,2014-03-03 10:30:00,35.8978547,128.6071543,긴급공사,북구 대학로9길 81 (산격동) / 1234-15번지,,북구,대학로9길 81 (산격동) / 1234-15번지,520.0,48,사유지,15.0,0 ,,급수관
201401676,2014-03-03 10:30:00,35.8978547,128.6071543,지상누수,북구 대학로9길 81 (산격동) / 1234-15번지, D15mm 접합부 수선(보호통 교체),북구,북구 대학로9길 81 (산격동) / 1234-15번지,520.0,,,15.0,0,,5.0
20140311-0188,2014-03-11 14:09:00,35.8966676,128.6094023,긴급공사,북구 대동로8길 14 (산격동) / 1250-33번지,,북구,대동로8길 14 (산격동) / 1250-33번지,520.0,48,공도,25.0,2 ,,급수관
201401687,2014-03-11 14:09:00,35.8966676,128.6094023,지상누수,북구 대동로8길 14 (산격동) / 1250-33번지, D150*25mm 분기점 폐쇄,북구,북구 대동로8길 14 (산격동) / 1250-33번지,520.0,,,25.0,2,,5.0
20140331-0432,2014-03-31 15:14:00,35.8921334,128.6036122,긴급공사,북구 대구체육관로8길 10-1 (산격동) / 1498-39번지,,북구,대구체육관로8길 10-1 (산격동) / 1498-39번지,520.0,47,공도,25.0,4 ,,급수관
201401714,2014-03-31 15:14:00,35.8921334,128.6036122,지상누수,북구 대구체육관로8길 10-1 (산격동) / 1498-39번지, D25mm 직관부 수선,북구,북구 대구체육관로8길 10-1 (산격동) / 1498-39번지,520.0,,,25.0,4,,5.0
201402200,2014-04-08 11:36:00,35.8976449,128.6077196,지상누수,북구 대동로4길 6 (산격동) / 1241-18번지,D80*15mm 구 분기점 폐쇄,북구,북구 대동로4길 6 (산격동) / 1241-18번지,520.0,,,15.0,0,,5.0
20140408-0171,2014-04-08 11:36:00,35.8976449,128.6077196,긴급공사,북구 대동로4길 6 (산격동) / 1241-18번지,,북구,대동로4길 6 (산격동) / 1241-18번지,520.0,48,공도,15.0,0 ,,급수관
20140410-0057,2014-04-10 10:20:00,35.8913697,128.6059763,긴급공사,북구 대학로9길 6-1 (산격동) / 1417-31번지,,북구,대학로9길 6-1 (산격동) / 1417-31번지,520.0,49,사유지,15.0,0 ,,급수관
201402107,2014-04-10 10:20:00,35.8913697,128.6059763,지상누수,북구 대학로9길 6-1 (산격동) / 1417-31번지, D13mm 계량기연결부 박킹교체,북구,북구 대학로9길 6-1 (산격동) / 1417-31번지,520.0,,,15.0,0,,5.0
20140411-0152,2014-04-11 14:09:00,35.8965019,128.6100277,긴급공사,북구 대동로8길 9 (산격동) / 1267-25번지,,북구,대동로8길 9 (산격동) / 1267-25번지,520.0,49,공도,80.0,25 ,,급수관
201402102,2014-04-11 14:09:00,35.8965019,128.6100277,지상누수,북구 대동로8길 9 (산격동) / 1267-25번지, D80mm 직관부 수선,북구,북구 대동로8길 9 (산격동) / 1267-25번지,520.0,,,80.0,25,,5.0
20140414-0209,2014-04-14 14:38:00,35.8967871,128.6097942,긴급공사,북구 대동로8길 10 (산격동) / 1266-6번지,,북구,대동로8길 10 (산격동) / 1266-6번지,520.0,49,공도,15.0,0 ,,급수관
201402168,2014-04-14 14:38:00,35.8967871,128.6097942,지상누수,북구 대동로8길 10 (산격동) / 1266-6번지, D80*15mm 분기점 폐쇄(구관),북구,북구 대동로8길 10 (산격동) / 1266-6번지,520.0,,,15.0,0,,5.0
20140417-0309,2014-04-17 16:09:00,35.8958309,128.5993167,긴급공사,북구 연암공원로 60 (산격동) / 1155-7번지,,북구,연암공원로 60 (산격동) / 1155-7번지,520.0,46-1,사유지,15.0,,,급수관
201402176,2014-04-17 16:09:00,35.8957843,128.5993199,지상누수,북구 연암공원로 60 (산격동) / 1155-7번지,D15mm 접합부 수선,북구,북구 연암공원로 60 (산격동) / 1155-7번지,520.0,,,15.0,,,5.0
20140423-0218,2014-04-23 13:34:00,35.8976136,128.6049804,긴급공사,"북구 연암공원로32길 60 (산격동,깜미용실) / 1197-103번지",,북구,"연암공원로32길 60 (산격동,깜미용실) / 1197-103번지",520.0,24-3,사유지,15.0,,,급수관
201402152,2014-04-23 13:34:00,35.8976136,128.6049804,지상누수,"북구 연암공원로32길 60 (산격동,깜미용실) / 1197-103번지",D15mm 접합부 수선(보호통 교체),북구,"북구 연암공원로32길 60 (산격동,깜미용실) / 1197-103번지",520.0,,,15.0,,,5.0
20140502-0371,2014-05-02 15:07:00,35.8952054,128.597639,긴급공사,북구 연암공원로 55-29 (산격동) / 1136-2번지,,북구,연암공원로 55-29 (산격동) / 1136-2번지,520.0,46-1,공도,15.0,1 ,,급수관
201402561,2014-05-02 15:07:00,35.8952054,128.597639,지상누수,북구 연암공원로 55-29 (산격동) / 1136-2번지,D15mm 접합부 수선,북구,북구 연암공원로 55-29 (산격동) / 1136-2번지,520.0,,,15.0,1,,5.0
